produto_id,descricao_produto,codigo_produto,codigo_barra,ncm_original,cest_original,classificacao_id,ncm_classificado,cest_classificado,confianca_consolidada,justificativa,consultas_agentes,tempo_processamento_ms,sistema
5807,ZYXEM 5MG/ML FR 20ML GTS (ABT),000000000004009405,5413787037797,30049069,1300401,484,30049099,13.001.00,0.98,Produto analisado: ZYXEM 5MG/ML FR 20ML GTS (ABT). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,80,unified_sqlite_complete
13818,ZYXEM 5MG CX 10CP (ABT),000000000004009383,5413787041794,30049069,1300401,485,30049099,13.001.00,0.98,Produto analisado: ZYXEM 5MG CX 10CP (ABT). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
8226,ZYXEM 5MG C 10 COMP,000000000004009383,5413787041794,30049069,1300401,486,30049099,13.001.00,0.98,Produto analisado: ZYXEM 5MG C 10 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
8266,ZYPREXA 10 MG C 30 COMP REV C1,000000000004009649,7896382706707,30049069,1300401,487,30049099,13.001.00,0.98,Produto analisado: ZYPREXA 10 MG C 30 COMP REV C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
10931,ZYPRED SOL OFT 6ML (AC),000000000004000316,7897316805442,30049099,1300401,488,30049099,13.001.00,0.98,Produto analisado: ZYPRED SOL OFT 6ML (AC). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
7400,"ZYMAR XD 0,5% FR 5ML",000000000004001678,7897316805688,30049099,1300401,489,30049099,13.001.00,0.98,"Produto analisado: ZYMAR XD 0,5% FR 5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,16,unified_sqlite_complete
7148,"ZYMAR SOL OFT 0,3% 5ML",000000000004000315,7897316804902,30049099,1300401,490,30049099,13.001.00,0.98,"Produto analisado: ZYMAR SOL OFT 0,3% 5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,16,unified_sqlite_complete
14952,"ZYMAR SOL OFT 0,3  5ML",4000315,7897316804902,30049099,1300401,491,30049099,13.001.00,0.98,"Produto analisado: ZYMAR SOL OFT 0,3  5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,16,unified_sqlite_complete
13469,"ZYMAR SOL OFT 0,3  5ML",000000000004000315,7897316804902,30049099,1300401,492,30049099,13.001.00,0.98,"Produto analisado: ZYMAR SOL OFT 0,3  5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,17,unified_sqlite_complete
13468,"ZYMAR 0,30% FR 5ML (ALL)",000000000004000315,7897316804902,30049099,1300401,493,30049099,13.001.00,0.98,"Produto analisado: ZYMAR 0,30% FR 5ML (ALL). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,17,unified_sqlite_complete
4764,ZYLORIC 300MG CX 30CP (ASP),000000000004006084,7895858010331,30049099,1300401,494,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 300MG CX 30CP (ASP). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
7888,ZYLORIC 300MG 30CP,000000000004006084,7895858010331,30049099,1300401,495,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 300MG 30CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
539,ZYLORIC 100MG CX 30CP (ASP),000000000004006083,7895858010324,30049069,1300401,496,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 100MG CX 30CP (ASP). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
7887,ZYLORIC 100MG 30CP,000000000004006083,7895858010324,30049069,1300401,497,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 100MG 30CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
8219,ZYLET GTS 5ML,000000000004009353,7896046382308,30042069,1300401,498,30049099,13.001.00,0.98,Produto analisado: ZYLET GTS 5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
13816,"ZYLET 0,5MG+0,3% FR 5ML GTS (BCH)",000000000004009353,7896046382308,30042069,1300401,499,30049099,13.001.00,0.98,"Produto analisado: ZYLET 0,5MG+0,3% FR 5ML GTS (BCH). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,16,unified_sqlite_complete
3891,ZYAD DIARIO 5MG CX 30CP (ACH),000000000004010828,7896658034220,30049099,1300401,500,30049099,13.001.00,0.98,Produto analisado: ZYAD DIARIO 5MG CX 30CP (ACH). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,18,unified_sqlite_complete
8396,ZYAD DIARIO 5MG C 30 COMP REV,000000000004010828,7896658034220,30049099,1300401,501,30049099,13.001.00,0.98,Produto analisado: ZYAD DIARIO 5MG C 30 COMP REV. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
11666,ZYAD CPR REVEST 20MG X 2,000000000004007358,7896658025532,30049099,1300401,502,30049099,13.001.00,0.98,Produto analisado: ZYAD CPR REVEST 20MG X 2. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
8231,ZOVIRAX CREME DERM 10G,000000000004009403,7896269901379,30049069,1300401,503,30049099,13.001.00,0.98,Produto analisado: ZOVIRAX CREME DERM 10G. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,27,unified_sqlite_complete
8241,ZOLTEC 150MG C 1 CAPS,000000000004009457,7891268101621,30049099,1300401,504,30049099,13.001.00,0.98,Produto analisado: ZOLTEC 150MG C 1 CAPS. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
5383,ZOLPIDEM 10MG 30CP B1C1 EMS,000000000004011815,7896004767130,30049069,1300401,505,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 30CP B1C1 EMS. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
16484,ZOLPIDEM 10MG 20CP NOVA QUIMICA,4013331,7895296039031,30049099,1300401,506,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 20CP NOVA QUIMICA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
12240,ZOLPIDEM 10MG 20CP NOVA QUIMICA,000000000004013331,7895296039031,30049099,1300401,507,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 20CP NOVA QUIMICA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
7470,ZOLPIDEM 10MG 20CP-NEO QUIMICA,000000000004002078,7896714273808,30049099,1300401,508,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 20CP-NEO QUIMICA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11329,ZOLPIDEM 10MG 10CP-EMS FL,000000000004002079,7896004743646,30049069,1300401,509,30049099,13.001.00,0.98,Produto analisado: ZOLPIDEM 10MG 10CP-EMS FL. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11879,ZOLOFT 100MG C 30 CAPS C1,000000000004009566,7908236800865,30049039,1300401,510,30049099,13.001.00,0.98,Produto analisado: ZOLOFT 100MG C 30 CAPS C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
6042,ZOLMICOL CRE 20MG/G 30G GEOLAB,000000000004003282,7899095202030,30049077,1300401,511,30049099,13.001.00,0.98,Produto analisado: ZOLMICOL CRE 20MG/G 30G GEOLAB. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
11669,ZOLFEST D CPR EFERV 10MG C/20COMP (PBM),000000000004007369,7896658025525,30049099,1300401,512,30049099,13.001.00,0.98,Produto analisado: ZOLFEST D CPR EFERV 10MG C/20COMP (PBM). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
7042,ZMA 120 CAPSULAS BS 0996,000000000006020354,7898708732681,21069030,,513,30049099,13.001.00,0.98,Produto analisado: ZMA 120 CAPSULAS BS 0996. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11289,ZITRONEO 600MG PO SUS FRASCO15ML,000000000004001051,7896714220420,30042029,1300401,514,30049099,13.001.00,0.98,Produto analisado: ZITRONEO 600MG PO SUS FRASCO15ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
8587,ZIRVIT MULTI C 30 CP,000000000004012346,7899824401048,21069030,,515,99999999,,0.1,Produto analisado: ZIRVIT MULTI C 30 CP. NCM identificado: 99999999. CEST atribuído: Nenhum. Consultas realizadas: 1,1,44,unified_sqlite_complete
12072,ZIOR 250MG C 28 COMP,000000000004010821,7896658034008,30049039,1300401,516,30049099,13.001.00,0.98,Produto analisado: ZIOR 250MG C 28 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
11608,ZINPASS 20MG COM REV C/ 30,000000000004006712,7896422528764,30049079,1300401,517,30049099,13.001.00,0.98,Produto analisado: ZINPASS 20MG COM REV C/ 30. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11364,ZINNAT 500MG C/14CP,000000000004002190,7896269901997,30042059,1300401,518,30049099,13.001.00,0.98,Produto analisado: ZINNAT 500MG C/14CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11863,ZINNAT 250MG SUSP 50ML,000000000004009524,7896269900341,30042059,1300401,519,30049099,13.001.00,0.98,Produto analisado: ZINNAT 250MG SUSP 50ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11363,ZINNAT 250MG SUS C/70ML,000000000004002189,7896269901959,30042059,1300401,520,30049099,13.001.00,0.98,Produto analisado: ZINNAT 250MG SUS C/70ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
9917,ZINCO QUELATO 25MG COM 60 COMP DIVINA,000000000006016372,7898966313141,21069030,,521,30049099,13.001.00,0.98,Produto analisado: ZINCO QUELATO 25MG COM 60 COMP DIVINA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
19117,ZINCO QUELATO 25MG COM 60 COMP DIVINA,6016372,7898966313141,21069030,,522,30049099,13.001.00,0.98,Produto analisado: ZINCO QUELATO 25MG COM 60 COMP DIVINA. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
17708,ZINCO PIRITION SH ANTI-CASPA PRONATUS 20,6007280,7897344306140,33051000,,523,260800,,0.95,Produto analisado: ZINCO PIRITION SH ANTI-CASPA PRONATUS 20. NCM identificado: 260800. CEST atribuído: Nenhum. Consultas realizadas: 1,1,5,unified_sqlite_complete
11017,ZINCO PIRITION SH ANTI-CASPA PRONATUS 20,000000000006007280,7897344306140,33051000,,524,260800,,0.95,Produto analisado: ZINCO PIRITION SH ANTI-CASPA PRONATUS 20. NCM identificado: 260800. CEST atribuído: Nenhum. Consultas realizadas: 1,1,4,unified_sqlite_complete
4175,ZINCO 100 IDR 60CAPS MAXNUTRI,000000000006007860,7898927980764,21069030,,525,30049099,13.001.00,0.98,Produto analisado: ZINCO 100 IDR 60CAPS MAXNUTRI. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
17781,ZINCO 100 IDR 60CAPS MAXNUTRI,6007860,7898927980764,21069030,,526,30049099,13.001.00,0.98,Produto analisado: ZINCO 100 IDR 60CAPS MAXNUTRI. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
2676,ZINA 5MG C/10CP (EUF),000000000004003958,7891317457211,30049069,1300401,527,30049099,13.001.00,0.98,Produto analisado: ZINA 5MG C/10CP (EUF). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
15687,ZINA 5MG C/10CP (EUF),4003958,7891317457211,30049069,1300401,528,30049099,13.001.00,0.98,Produto analisado: ZINA 5MG C/10CP (EUF). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
12071,ZIMIEX 10MG C 30 COMP,000000000004010777,7891721201837,30049079,1300401,529,30049099,13.001.00,0.98,Produto analisado: ZIMIEX 10MG C 30 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
12070,ZIDER 10MG C 60 COMP C1,000000000004010776,7896094207585,30049039,1300401,530,30049099,13.001.00,0.98,Produto analisado: ZIDER 10MG C 60 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
12069,ZIDER 10MG C 30 COMP C1,000000000004010775,7896094207578,30049039,1300401,531,30049099,13.001.00,0.98,Produto analisado: ZIDER 10MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
12068,ZIDER 10MG C 120 COMP C1,000000000004010774,7896094209183,30049039,1300401,532,30049099,13.001.00,0.98,Produto analisado: ZIDER 10MG C 120 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
10194,ZEUS EXTREME IRIDIUMLABS 60 CAPS,000000000006019144,7899732100811,21069030,,533,30049099,13.001.00,0.98,Produto analisado: ZEUS EXTREME IRIDIUMLABS 60 CAPS. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
7503,ZETSIM 10+10MG C/ 28 COMP,000000000004002220,7897572006157,30049059,1300401,534,30049099,13.001.00,0.98,Produto analisado: ZETSIM 10+10MG C/ 28 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11860,ZETSIM 10 40MG COM 30CP,000000000004009516,7897572006171,30049059,1300401,535,30049099,13.001.00,0.98,Produto analisado: ZETSIM 10 40MG COM 30CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
12067,ZETRON XL 300MG C 30 COMP C1,000000000004010772,7896094209008,30049099,1300401,536,30049099,13.001.00,0.98,Produto analisado: ZETRON XL 300MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
2800,ZETRON XL 150MG C 60 COMP C1,000000000004010771,7896094209015,30049039,1300401,537,30049099,13.001.00,0.98,Produto analisado: ZETRON XL 150MG C 60 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
8395,ZETRON XL 150MG C 30 COMP C1,000000000004010770,7896094208995,30049099,1300401,538,30049099,13.001.00,0.98,Produto analisado: ZETRON XL 150MG C 30 COMP C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
11247,ZENTEL 400MG 1CPR,000000000004000477,7896015513313,30049063,1300401,539,30049099,13.001.00,0.98,Produto analisado: ZENTEL 400MG 1CPR. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,18,unified_sqlite_complete
13857,ZELIX 150MG CX 2CAPS (ARE),000000000004010738,7899824400881,30039089,1300401,540,30049099,13.001.00,0.98,Produto analisado: ZELIX 150MG CX 2CAPS (ARE). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
13858,ZELIX 150MG CX 1CAPS (ARE),000000000004010739,7899824400874,30039089,1300401,541,30049099,13.001.00,0.98,Produto analisado: ZELIX 150MG CX 1CAPS (ARE). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
8394,ZELIX 150MG C 1 CAP,000000000004010739,7899824400874,30039089,1300401,542,30049099,13.001.00,0.98,Produto analisado: ZELIX 150MG C 1 CAP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,15,unified_sqlite_complete
8393,ZELIX 150 MG C 2 CAPS,000000000004010738,7899824400881,30039089,1300401,543,30049099,13.001.00,0.98,Produto analisado: ZELIX 150 MG C 2 CAPS. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,16,unified_sqlite_complete
503,ZART 50MG 30CPR,000000000004005449,7891317425869,30049069,1300401,544,30049099,13.001.00,0.98,Produto analisado: ZART 50MG 30CPR. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,17,unified_sqlite_complete
