produto_id,descricao_produto,codigo_produto,codigo_barra,ncm_original,cest_original,classificacao_id,ncm_classificado,cest_classificado,confianca_consolidada,justificativa,consultas_agentes,tempo_processamento_ms,sistema
5807,ZYXEM 5MG/ML FR 20ML GTS (ABT),000000000004009405,5413787037797,30049069,1300401,915,30049099,13.001.00,0.98,Produto analisado: ZYXEM 5MG/ML FR 20ML GTS (ABT). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,112,unified_sqlite_complete
13818,ZYXEM 5MG CX 10CP (ABT),000000000004009383,5413787041794,30049069,1300401,916,30049099,13.001.00,0.98,Produto analisado: ZYXEM 5MG CX 10CP (ABT). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
8226,ZYXEM 5MG C 10 COMP,000000000004009383,5413787041794,30049069,1300401,917,30049099,13.001.00,0.98,Produto analisado: ZYXEM 5MG C 10 COMP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
8266,ZYPREXA 10 MG C 30 COMP REV C1,000000000004009649,7896382706707,30049069,1300401,918,30049099,13.001.00,0.98,Produto analisado: ZYPREXA 10 MG C 30 COMP REV C1. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
10931,ZYPRED SOL OFT 6ML (AC),000000000004000316,7897316805442,30049099,1300401,919,30049099,13.001.00,0.98,Produto analisado: ZYPRED SOL OFT 6ML (AC). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
7400,"ZYMAR XD 0,5% FR 5ML",000000000004001678,7897316805688,30049099,1300401,920,30049099,13.001.00,0.98,"Produto analisado: ZYMAR XD 0,5% FR 5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,21,unified_sqlite_complete
7148,"ZYMAR SOL OFT 0,3% 5ML",000000000004000315,7897316804902,30049099,1300401,921,30049099,13.001.00,0.98,"Produto analisado: ZYMAR SOL OFT 0,3% 5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,20,unified_sqlite_complete
14952,"ZYMAR SOL OFT 0,3  5ML",4000315,7897316804902,30049099,1300401,922,30049099,13.001.00,0.98,"Produto analisado: ZYMAR SOL OFT 0,3  5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,20,unified_sqlite_complete
13469,"ZYMAR SOL OFT 0,3  5ML",000000000004000315,7897316804902,30049099,1300401,923,30049099,13.001.00,0.98,"Produto analisado: ZYMAR SOL OFT 0,3  5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,20,unified_sqlite_complete
13468,"ZYMAR 0,30% FR 5ML (ALL)",000000000004000315,7897316804902,30049099,1300401,924,30049099,13.001.00,0.98,"Produto analisado: ZYMAR 0,30% FR 5ML (ALL). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,19,unified_sqlite_complete
4764,ZYLORIC 300MG CX 30CP (ASP),000000000004006084,7895858010331,30049099,1300401,925,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 300MG CX 30CP (ASP). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
7888,ZYLORIC 300MG 30CP,000000000004006084,7895858010331,30049099,1300401,926,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 300MG 30CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
539,ZYLORIC 100MG CX 30CP (ASP),000000000004006083,7895858010324,30049069,1300401,927,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 100MG CX 30CP (ASP). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
7887,ZYLORIC 100MG 30CP,000000000004006083,7895858010324,30049069,1300401,928,30049099,13.001.00,0.98,Produto analisado: ZYLORIC 100MG 30CP. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,18,unified_sqlite_complete
8219,ZYLET GTS 5ML,000000000004009353,7896046382308,30042069,1300401,929,30049099,13.001.00,0.98,Produto analisado: ZYLET GTS 5ML. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
13816,"ZYLET 0,5MG+0,3% FR 5ML GTS (BCH)",000000000004009353,7896046382308,30042069,1300401,930,30049099,13.001.00,0.98,"Produto analisado: ZYLET 0,5MG+0,3% FR 5ML GTS (BCH). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma",3,19,unified_sqlite_complete
3891,ZYAD DIARIO 5MG CX 30CP (ACH),000000000004010828,7896658034220,30049099,1300401,931,30049099,13.001.00,0.98,Produto analisado: ZYAD DIARIO 5MG CX 30CP (ACH). NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,21,unified_sqlite_complete
8396,ZYAD DIARIO 5MG C 30 COMP REV,000000000004010828,7896658034220,30049099,1300401,932,30049099,13.001.00,0.98,Produto analisado: ZYAD DIARIO 5MG C 30 COMP REV. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,20,unified_sqlite_complete
11666,ZYAD CPR REVEST 20MG X 2,000000000004007358,7896658025532,30049099,1300401,933,30049099,13.001.00,0.98,Produto analisado: ZYAD CPR REVEST 20MG X 2. NCM identificado: 30049099. CEST atribuído: 13.001.00. Consultas realizadas: 3. Produto farmacêutico detectado - usado sistema ABC Farma,3,19,unified_sqlite_complete
